year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date,Index
1981,8,9,-0.04,-109.7,-5.4,0.7,,20.2,1981-08-09,
1981,8,12,-0.02,-94.94,-3.4,4.6,,19.19,1981-08-12,
1981,8,13,-0.04,-109.7,-3.6,2.0,,20.73,1981-08-13,
1981,8,15,-0.02,-94.94,-1.8,1.5,,18.3,1981-08-15,
1981,9,3,-0.02,-94.94,-3.4,3.9,,19.45,1981-09-03,
1981,9,6,-0.02,-94.94,-2.7,4.8,,19.27,1981-09-06,
1981,9,9,-0.02,-94.94,-4.0,5.6,,20.92,1981-09-09,
1981,9,10,-0.02,-94.94,-5.8,7.0,,21.56,1981-09-10,
1981,9,13,-0.02,-94.94,-2.9,5.3,,19.3,1981-09-13,
1981,9,19,-0.02,-94.94,-2.9,6.2,,21.2,1981-09-19,
1981,9,22,-0.02,-94.94,-3.8,5.8,,20.06,1981-09-22,
1981,9,29,-0.02,-94.94,-0.7,4.5,,19.7,1981-09-29,
1981,10,7,-0.02,-94.94,-3.3,5.9,,21.55,1981-10-07,
1981,10,8,-0.02,-94.94,-2.4,5.4,,21.48,1981-10-08,
1981,10,12,-0.02,-94.94,-3.8,2.1,,20.58,1981-10-12,
1981,10,21,-0.02,-94.94,-0.9,5.1,,20.95,1981-10-21,
1981,10,26,-0.02,-94.94,-2.4,2.2,,21.06,1981-10-26,
1981,11,5,0.0,-95.0,-1.1,4.5,,20.94,1981-11-05,
1981,11,7,0.03,-109.5,-5.7,2.1,,21.48,1981-11-07,
1981,11,11,0.03,-109.5,-3.5,3.8,,22.66,1981-11-11,
1981,11,13,0.03,-109.5,-4.6,4.2,,22.94,1981-11-13,
1981,11,16,0.03,-109.5,-4.3,4.8,,22.89,1981-11-16,
1981,11,20,-0.01,-94.94,-1.2,3.4,,20.17,1981-11-20,
1981,11,21,-0.01,-94.94,-0.2,2.6,,20.34,1981-11-21,
1981,11,24,-0.01,-94.94,-2.6,5.5,,21.47,1981-11-24,
1981,11,30,-0.01,-94.94,0.0,2.7,,20.44,1981-11-30,
1981,12,3,-0.01,-94.94,-0.6,3.4,,20.7,1981-12-03,
1981,12,6,-0.01,-94.94,-0.8,4.2,,21.14,1981-12-06,
1981,12,8,-0.01,-94.94,0.0,3.6,,21.34,1981-12-08,
1981,12,12,-0.01,-94.94,-0.5,5.2,,22.25,1981-12-12,
1981,12,19,-0.01,-94.94,-1.4,4.2,,22.94,1981-12-19,
1981,12,23,-0.01,-94.94,-0.3,4.0,,23.05,1981-12-23,
1981,12,24,-0.01,-94.94,0.6,4.9,,23.1,1981-12-24,
1981,12,27,-0.01,-94.94,-1.4,4.6,,23.2,1981-12-27,
1982,1,3,-0.01,-94.94,0.2,4.9,,23.16,1982-01-03,
1982,1,4,-0.01,-94.94,0.5,4.6,,23.23,1982-01-04,
1982,1,10,-0.01,-94.94,-1.5,4.3,,23.75,1982-01-10,
1982,1,14,-0.01,-94.94,-0.9,6.1,,24.36,1982-01-14,
1982,1,21,-0.01,-94.94,-0.1,2.3,,23.62,1982-01-21,
1982,1,25,-0.01,-94.94,0.1,2.4,,23.8,1982-01-25,
1982,1,26,-0.01,-94.94,-0.4,2.4,,24.02,1982-01-26,
1982,1,31,-0.01,-94.94,-1.2,4.3,,24.86,1982-01-31,
1982,2,10,-0.01,-94.94,-2.7,4.0,,25.53,1982-02-10,
1982,2,12,-0.01,-94.94,0.5,2.7,,25.34,1982-02-12,
1982,2,17,-0.01,-94.94,0.5,4.3,,24.84,1982-02-17,
1982,2,18,-0.01,-94.94,1.1,2.9,,24.7,1982-02-18,
1982,2,19,-0.01,-94.94,1.4,1.1,,25.81,1982-02-19,
1982,2,26,-0.01,-94.94,-2.9,4.1,,25.89,1982-02-26,
1982,3,1,-0.01,-94.94,-2.5,4.9,,26.39,1982-03-01,
1982,3,8,-0.01,-94.94,-1.1,2.7,,25.88,1982-03-08,
1982,3,22,-0.01,-94.94,-1.6,2.6,,24.7,1982-03-22,
1982,4,3,-0.01,-94.94,-1.6,2.2,,25.81,1982-04-03,
1982,4,6,0.02,-94.75,-0.9,0.9,,25.5,1982-04-06,
1982,4,8,0.02,-94.75,-0.2,2.2,,25.64,1982-04-08,
1982,4,10,0.02,-94.75,-1.6,1.5,,25.8,1982-04-10,
1982,4,18,0.02,-94.75,-3.2,2.7,,25.06,1982-04-18,
1982,4,19,0.02,-94.75,-3.0,2.7,,24.88,1982-04-19,
1982,4,26,0.02,-94.75,-2.8,3.6,,24.73,1982-04-26,
1982,5,3,0.02,-94.75,-2.6,4.1,,25.52,1982-05-03,
1982,5,13,0.02,-94.75,-1.0,4.5,,25.19,1982-05-13,
1982,5,17,0.02,-94.75,-1.2,5.9,,25.53,1982-05-17,
1982,5,25,0.02,-94.75,-1.4,4.7,,25.28,1982-05-25,
1982,5,28,0.02,-94.75,-2.1,4.2,,24.88,1982-05-28,
1982,6,8,0.02,-94.75,-1.3,5.0,,24.53,1982-06-08,
1982,6,12,0.02,-94.75,-3.6,5.4,,24.34,1982-06-12,
1982,6,16,0.02,-94.75,-3.7,5.2,,24.3,1982-06-16,
1982,6,26,0.02,-94.75,-2.8,4.3,,23.1,1982-06-26,
1982,6,30,0.02,-94.75,-2.4,5.1,,22.97,1982-06-30,
1982,7,6,0.02,-94.75,-3.0,3.4,,22.34,1982-07-06,
1982,7,8,0.02,-94.75,-0.3,4.9,,22.53,1982-07-08,
1982,7,10,0.02,-94.75,-1.1,4.8,,22.5,1982-07-10,
1982,7,13,0.02,-94.75,-2.5,5.2,,23.19,1982-07-13,
1982,7,19,0.02,-94.75,-1.5,3.8,,22.22,1982-07-19,
1982,7,27,0.02,-94.75,-2.3,4.1,,21.88,1982-07-27,
1982,7,31,0.02,-94.75,-2.3,3.9,,21.84,1982-07-31,
1982,8,1,0.02,-94.75,-2.9,6.7,,22.02,1982-08-01,
1982,8,12,0.02,-94.75,-2.8,6.5,,22.98,1982-08-12,
1982,8,14,0.02,-94.75,-4.1,6.1,,21.9,1982-08-14,
1982,8,18,0.02,-94.75,-0.7,4.4,,21.5,1982-08-18,
1982,8,31,0.02,-94.75,-0.7,4.9,,22.27,1982-08-31,
1982,9,2,0.02,-94.75,-1.1,4.2,,22.25,1982-09-02,
1982,9,3,0.02,-94.75,-1.7,4.5,,22.36,1982-09-03,
1982,9,8,0.02,-94.75,1.0,6.0,,23.08,1982-09-08,
1982,9,11,0.02,-94.75,-3.4,6.0,,22.97,1982-09-11,
1982,10,4,0.02,-94.75,-0.6,5.5,,23.94,1982-10-04,
1982,10,13,0.02,-94.75,-2.7,6.2,,24.08,1982-10-13,
1982,10,22,0.02,-94.75,-1.5,7.1,,24.52,1982-10-22,
1982,10,25,0.02,-94.75,-2.0,6.1,,24.69,1982-10-25,
1982,10,30,0.04,-109.25,-4.6,5.7,,25.89,1982-10-30,
1982,10,31,0.04,-109.25,-4.2,4.4,,25.9,1982-10-31,
1982,11,2,0.02,-94.75,0.4,6.7,,24.53,1982-11-02,
1982,11,3,0.02,-94.75,0.2,5.1,,24.64,1982-11-03,
1982,11,4,0.04,-109.25,-2.6,4.7,,25.7,1982-11-04,
1982,11,8,0.04,-109.25,-3.7,5.5,,25.9,1982-11-08,
1982,11,9,0.01,-94.75,-2.6,5.9,,24.95,1982-11-09,
1982,11,12,0.04,-109.25,-5.8,5.8,,26.05,1982-11-12,
1982,11,12,0.01,-94.75,-3.7,4.9,,24.55,1982-11-12,
1982,11,18,0.04,-109.25,-0.9,5.6,,26.06,1982-11-18,
1982,11,19,0.04,-109.25,-2.8,4.9,,26.16,1982-11-19,
1982,11,23,0.04,-109.25,-0.5,3.2,,26.38,1982-11-23,
1982,11,26,0.01,-94.75,-3.7,5.0,,25.7,1982-11-26,
1982,11,28,0.04,-109.25,-4.9,3.4,,26.25,1982-11-28,
1982,11,29,0.01,-94.75,-1.9,6.4,,25.38,1982-11-29,
1982,12,3,0.01,-94.75,-0.8,6.5,,25.33,1982-12-03,
1982,12,4,0.01,-94.75,-1.2,6.9,,25.48,1982-12-04,
1982,12,7,0.04,-109.25,0.2,5.1,,26.52,1982-12-07,
1982,12,9,0.01,-94.75,-0.7,4.6,,25.55,1982-12-09,
1982,12,10,0.01,-94.75,-1.3,3.9,,25.34,1982-12-10,
1982,12,11,0.01,-94.75,-1.9,5.6,,25.2,1982-12-11,
1982,12,14,0.01,-94.75,-2.4,3.7,,26.12,1982-12-14,
1982,12,15,0.01,-94.75,-2.2,3.6,,26.19,1982-12-15,
1982,12,16,0.01,-94.75,-1.4,4.3,,26.27,1982-12-16,
1982,12,17,0.01,-94.75,-2.1,4.8,,25.55,1982-12-17,
1982,12,18,0.04,-109.25,-1.9,3.4,,26.3,1982-12-18,
1982,12,20,0.04,-109.25,,,,27.02,1982-12-20,
1982,12,23,0.01,-94.75,-2.3,5.8,,26.58,1982-12-23,
1982,12,27,0.04,-109.25,,,,27.38,1982-12-27,
1982,12,27,0.01,-94.75,-1.2,4.1,,26.55,1982-12-27,
1982,12,30,0.04,-109.25,,,,26.33,1982-12-30,
1983,1,6,0.01,-94.75,-1.9,0.4,,27.03,1983-01-06,
1983,1,11,0.04,-109.25,,,,27.77,1983-01-11,
1983,1,12,0.04,-109.25,,,,27.84,1983-01-12,
1983,1,13,0.04,-109.25,,,,27.38,1983-01-13,
1983,1,16,0.01,-94.75,-3.3,0.8,,28.42,1983-01-16,
1983,1,18,0.01,-94.75,-4.2,3.9,,27.84,1983-01-18,
1983,1,28,0.04,-109.25,,,,26.36,1983-01-28,
1983,1,29,0.01,-94.75,-0.3,3.0,,27.94,1983-01-29,
1983,1,30,0.04,-109.25,,,,27.56,1983-01-30,
1983,2,2,0.01,-94.75,-1.3,-0.9,,28.16,1983-02-02,
1983,2,2,0.04,-109.25,,,,25.84,1983-02-02,
1983,2,4,0.04,-109.25,,,,27.39,1983-02-04,
1983,2,6,0.01,-94.75,2.3,3.7,,27.98,1983-02-06,
1983,2,7,0.01,-94.75,-0.1,3.9,,28.05,1983-02-07,
1983,2,9,0.04,-109.25,,,,27.61,1983-02-09,
1983,2,10,0.01,-94.75,0.2,1.4,,27.17,1983-02-10,
1983,2,11,0.01,-94.75,1.6,0.8,,26.1,1983-02-11,
1983,2,15,0.01,-94.75,-1.6,2.2,,28.03,1983-02-15,
1983,2,16,0.04,-109.25,,,,27.14,1983-02-16,
1983,2,16,0.01,-94.75,-3.7,2.4,,28.44,1983-02-16,
1983,2,22,0.01,-94.75,3.1,0.8,,28.47,1983-02-22,
1983,2,24,0.01,-94.75,-0.8,-0.9,,28.22,1983-02-24,
1983,2,26,0.01,-94.75,1.9,1.1,,27.95,1983-02-26,
1983,2,26,0.04,-109.25,,,,28.8,1983-02-26,
1983,2,27,0.01,-94.75,2.0,-0.7,,28.97,1983-02-27,
1983,3,2,0.01,-94.75,-0.2,0.1,,28.38,1983-03-02,
1983,3,11,0.04,-109.25,,,,26.69,1983-03-11,
1983,3,12,0.04,-109.25,,,,28.08,1983-03-12,
1983,3,13,0.04,-109.25,,,,27.22,1983-03-13,
1983,3,14,0.04,-109.25,,,,27.9,1983-03-14,
1983,3,14,0.01,-94.75,0.4,1.5,,27.39,1983-03-14,
1983,3,17,0.01,-94.75,5.7,3.0,,28.9,1983-03-17,
1983,3,20,0.01,-94.75,0.8,-3.0,,28.52,1983-03-20,
1983,3,22,0.04,-109.25,,,,28.38,1983-03-22,
1983,3,24,0.01,-94.75,5.1,1.2,,28.52,1983-03-24,
1983,4,1,0.04,-109.25,,,,27.05,1983-04-01,
1983,4,2,0.04,-109.25,,,,28.2,1983-04-02,
1983,4,4,0.04,-109.25,,,,28.7,1983-04-04,
1983,4,6,0.04,-109.25,,,,27.39,1983-04-06,
1983,4,10,0.04,-109.25,,,,28.5,1983-04-10,
1983,4,12,0.04,-109.25,,,,26.86,1983-04-12,
1983,4,14,0.04,-109.25,,,,28.84,1983-04-14,
1983,4,17,0.04,-109.25,,,,27.84,1983-04-17,
1983,4,18,0.04,-109.25,,,,27.69,1983-04-18,
1983,4,20,0.04,-109.25,,,,28.66,1983-04-20,
1983,4,22,0.04,-109.25,,,,28.6,1983-04-22,
1983,10,23,-0.09,-140.2,-6.4,-0.5,,24.4,1983-10-23,
1983,10,29,-0.09,-140.2,-4.6,-0.8,,23.33,1983-10-29,
1983,11,1,-0.09,-140.2,-3.3,-0.1,,23.44,1983-11-01,
1983,11,5,0.0,-109.2,-5.6,1.8,,21.77,1983-11-05,
1983,11,7,-0.09,-140.2,-5.8,2.3,,25.16,1983-11-07,
1983,11,11,0.0,-109.2,-3.4,2.3,,21.38,1983-11-11,
1983,11,13,-0.09,-140.2,-8.1,-0.8,,23.7,1983-11-13,
1983,11,14,-0.09,-140.2,-8.0,-0.6,,23.62,1983-11-14,
1983,11,15,0.0,-109.2,-3.5,0.8,,20.83,1983-11-15,
1983,11,19,-0.09,-140.2,-4.8,-0.3,,23.0,1983-11-19,
1983,11,26,0.0,-109.2,-1.0,2.3,,20.06,1983-11-26,
1983,11,29,0.0,-109.2,-1.5,2.4,,19.8,1983-11-29,
1983,11,30,-0.09,-140.2,-4.5,0.7,,24.05,1983-11-30,
1983,12,4,0.0,-109.2,-1.9,0.1,,20.83,1983-12-04,
1983,12,8,0.0,-109.2,-2.8,1.8,,19.98,1983-12-08,
1983,12,10,0.0,-109.2,-3.0,0.7,,20.02,1983-12-10,
1983,12,13,0.0,-109.2,-2.2,1.9,,19.55,1983-12-13,
1984,1,6,0.0,-109.2,-2.3,1.2,,21.23,1984-01-06,
1984,1,9,0.0,-109.2,-0.5,2.2,,21.31,1984-01-09,
1984,1,12,0.0,-109.2,-2.0,0.4,,21.55,1984-01-12,
1984,1,13,0.0,-109.2,-2.0,0.8,,21.7,1984-01-13,
1984,2,4,0.0,-109.2,-1.7,1.6,,23.02,1984-02-04,
1984,2,5,0.0,-109.2,-0.1,1.1,,23.28,1984-02-05,
1984,2,7,0.0,-109.2,-0.2,2.6,,23.8,1984-02-07,
1984,2,9,0.0,-109.2,-0.5,2.4,,24.19,1984-02-09,
1984,2,10,0.0,-109.2,-0.3,1.4,,24.75,1984-02-10,
1984,2,13,0.0,-109.2,0.7,0.2,,25.36,1984-02-13,
1984,2,14,0.0,-109.2,0.5,2.1,,24.7,1984-02-14,
1984,2,17,0.0,-109.2,-0.7,0.3,,24.94,1984-02-17,
1984,2,24,0.0,-109.2,-0.2,2.5,,26.39,1984-02-24,
1984,2,25,0.0,-109.2,-1.4,1.0,,26.55,1984-02-25,
1984,3,12,0.0,-109.2,-2.4,1.5,,25.8,1984-03-12,
1984,3,15,0.0,-109.2,-1.8,0.1,,25.94,1984-03-15,
1984,3,17,0.0,-109.2,-2.4,0.9,,25.7,1984-03-17,
1984,3,19,0.0,-109.2,-1.8,1.1,,25.45,1984-03-19,
1984,3,21,0.0,-109.2,-2.6,1.3,,25.7,1984-03-21,
1984,3,24,0.0,-109.2,-1.6,-2.1,,25.23,1984-03-24,
1984,3,28,0.0,-109.2,1.2,-0.6,,26.16,1984-03-28,
1984,3,29,0.0,-109.2,0.5,4.1,,26.25,1984-03-29,
1984,4,4,0.0,-109.2,-0.9,1.0,,27.14,1984-04-04,
1984,4,16,0.0,-109.2,-2.2,1.1,,25.52,1984-04-16,
1984,4,18,0.0,-109.2,0.1,0.3,,25.44,1984-04-18,
1984,4,19,0.04,-109.9,0.1,0.3,,25.95,1984-04-19,
1984,4,23,0.04,-109.9,-0.9,0.6,,25.39,1984-04-23,
1984,4,23,-0.03,-124.56,-2.0,0.4,,25.4,1984-04-23,
1984,4,25,0.04,-109.9,-1.1,0.8,,24.97,1984-04-25,
1984,4,25,-0.03,-124.56,-1.5,-0.3,,25.83,1984-04-25,
1984,4,27,0.04,-109.9,-2.3,1.3,,24.88,1984-04-27,
1984,5,1,-0.09,-140.2,-3.0,-1.1,,25.97,1984-05-01,
1984,5,1,0.04,-109.9,-1.4,0.2,,24.56,1984-05-01,
1984,5,2,-0.09,-140.2,-2.0,1.0,,26.03,1984-05-02,
1984,5,4,0.04,-109.9,-1.8,-0.2,,23.9,1984-05-04,
1984,5,6,0.04,-109.9,-3.1,0.1,,24.47,1984-05-06,
1984,5,7,0.04,-109.9,-4.8,1.5,,23.72,1984-05-07,
1984,5,9,-0.03,-124.56,-5.6,-0.3,,25.55,1984-05-09,
1984,5,10,-0.09,-140.2,-3.6,-1.2,,26.72,1984-05-10,
1984,5,11,0.04,-109.9,-1.5,0.1,,23.72,1984-05-11,
1984,5,14,-0.09,-140.2,-5.7,-0.9,,26.3,1984-05-14,
1984,5,15,0.04,-109.9,1.0,1.6,,22.94,1984-05-15,
1984,5,16,0.04,-109.9,0.7,2.5,,23.39,1984-05-16,
1984,5,17,0.04,-109.9,0.3,1.1,,23.6,1984-05-17,
1984,5,22,0.04,-109.9,-1.0,2.0,,23.39,1984-05-22,
1984,5,23,0.04,-109.9,-1.5,2.2,,23.77,1984-05-23,
1984,5,25,-0.03,-124.56,-1.9,0.3,,24.73,1984-05-25,
1984,5,28,-0.03,-124.56,-4.9,0.9,,24.02,1984-05-28,
1984,5,28,0.04,-109.9,-3.0,0.7,,23.42,1984-05-28,
1984,5,30,-0.03,-124.56,-4.0,-1.1,,23.9,1984-05-30,
1984,5,31,0.04,-109.9,-5.1,1.2,,24.03,1984-05-31,
1984,6,1,0.04,-109.9,-4.9,0.8,,23.55,1984-06-01,
1984,6,5,-0.03,-124.56,-3.1,-2.0,,22.5,1984-06-05,
1984,6,6,0.04,-109.9,-1.7,0.6,,22.33,1984-06-06,
1984,6,8,-0.03,-124.56,-2.6,-1.6,,22.7,1984-06-08,
1984,6,9,0.04,-109.9,-1.7,2.9,,22.55,1984-06-09,
1984,6,11,0.04,-109.9,-2.2,1.3,,22.28,1984-06-11,
1984,6,13,0.04,-109.9,-3.3,2.5,,23.12,1984-06-13,
1984,6,17,-0.03,-124.56,-4.6,0.0,,22.7,1984-06-17,
1984,6,18,-0.03,-124.56,-3.9,1.4,,22.53,1984-06-18,
1984,6,19,0.04,-109.9,-3.2,2.9,,23.14,1984-06-19,
1984,6,20,-0.03,-124.56,-1.9,-0.4,,22.92,1984-06-20,
1984,6,23,0.04,-109.9,-0.4,0.4,,22.12,1984-06-23,
1984,6,24,0.04,-109.9,-1.6,2.3,,22.23,1984-06-24,
1984,6,27,0.04,-109.9,-1.5,1.8,,21.73,1984-06-27,
1984,6,28,-0.03,-124.56,-4.8,2.6,,23.6,1984-06-28,
1984,7,1,-0.03,-124.56,-4.8,-0.2,,23.45,1984-07-01,
1984,7,2,-0.03,-124.56,-4.5,0.2,,23.4,1984-07-02,
1984,7,11,0.04,-109.9,-4.6,0.9,,22.22,1984-07-11,
1984,7,11,-0.03,-124.56,-5.9,2.1,,22.88,1984-07-11,
1984,7,15,-0.03,-124.56,-6.0,0.4,,22.72,1984-07-15,
1984,7,18,-0.03,-124.56,-4.5,0.5,,23.34,1984-07-18,
1984,7,19,-0.03,-124.56,-5.1,1.8,,22.98,1984-07-19,
1984,7,22,-0.03,-124.56,-4.9,2.3,,22.73,1984-07-22,
1984,7,23,0.04,-109.9,-2.8,4.6,,21.52,1984-07-23,
1984,7,25,-0.03,-124.56,-3.7,2.6,,23.05,1984-07-25,
1984,7,27,-0.03,-124.56,-3.5,2.2,,23.23,1984-07-27,
1984,8,2,0.04,-109.9,-4.1,2.3,,22.81,1984-08-02,
1984,8,2,-0.03,-124.56,-6.6,0.8,,23.72,1984-08-02,
1984,8,8,0.04,-109.9,-3.0,1.3,,22.2,1984-08-08,
1984,8,10,-0.03,-124.56,-6.4,2.3,,22.83,1984-08-10,
1984,8,16,-0.03,-124.56,-5.8,1.2,,23.12,1984-08-16,
1984,8,18,-0.03,-124.56,-3.3,1.4,,22.33,1984-08-18,
1984,8,22,-0.03,-124.56,-5.1,2.9,,23.53,1984-08-22,
1984,8,25,0.04,-109.9,-4.7,3.5,,22.28,1984-08-25,
1984,8,27,0.04,-109.9,-6.1,2.4,,21.53,1984-08-27,
1984,8,31,-0.03,-124.56,-3.7,2.7,,22.55,1984-08-31,
1984,9,1,0.04,-109.9,-2.8,0.7,,20.98,1984-09-01,
1984,9,1,-0.03,-124.56,-2.9,2.9,,22.52,1984-09-01,
1984,9,3,0.04,-109.9,-2.8,1.8,,21.06,1984-09-03,
1984,9,4,-0.03,-124.56,-3.8,0.0,,21.58,1984-09-04,
1984,9,6,0.04,-109.9,-2.7,1.6,,21.11,1984-09-06,
1984,9,7,0.04,-109.9,-4.0,2.1,,21.2,1984-09-07,
1984,9,11,-0.03,-124.56,-3.6,2.6,,22.6,1984-09-11,
1984,9,12,-0.03,-124.56,-4.1,2.4,,23.67,1984-09-12,
1984,9,13,-0.03,-124.56,-5.7,2.6,,23.78,1984-09-13,
1984,9,15,-0.03,-124.56,-6.1,2.7,,23.66,1984-09-15,
1984,9,21,0.04,-109.9,-3.3,1.6,,20.52,1984-09-21,
1984,9,21,-0.03,-124.56,-4.0,1.4,,22.52,1984-09-21,
1984,9,22,0.04,-109.9,-4.1,1.5,,20.45,1984-09-22,
1984,9,23,0.04,-109.9,-3.2,1.2,,20.31,1984-09-23,
1984,9,24,-0.03,-124.56,-4.0,1.7,,22.89,1984-09-24,
1984,9,30,0.04,-109.9,-5.7,2.5,,20.81,1984-09-30,
1984,10,1,0.04,-109.9,-5.7,2.8,,20.84,1984-10-01,
1984,10,6,-0.03,-124.56,-6.0,2.7,,22.81,1984-10-06,
1984,10,9,0.04,-109.9,-6.3,3.5,,21.69,1984-10-09,
1984,10,10,0.04,-109.9,-6.4,3.8,,21.55,1984-10-10,
1984,10,10,-0.03,-124.56,-8.1,2.5,,23.23,1984-10-10,
1984,10,12,-0.03,-124.56,-7.2,2.2,,23.55,1984-10-12,
1984,10,15,-0.03,-124.56,-4.7,1.3,,21.97,1984-10-15,
1984,10,18,-0.03,-124.56,-5.8,0.7,,22.3,1984-10-18,
1984,10,19,0.08,-110.06,-4.2,4.7,,,1984-10-19,
1984,10,22,0.06,-110.06,-4.8,3.8,,,1984-10-22,
1984,10,27,0.06,-110.06,-1.8,3.0,,,1984-10-27,
1984,11,1,-0.04,-140.1,-5.0,-0.4,,23.62,1984-11-01,
1984,11,3,-0.04,-140.1,-4.1,0.2,,23.1,1984-11-03,
1984,11,4,0.01,-124.56,,,,22.4,1984-11-04,
1984,11,4,-0.03,-140.1,-3.5,1.4,,23.12,1984-11-04,
1984,11,5,0.01,-124.56,,,,22.5,1984-11-05,
1984,11,10,-0.04,-140.1,-5.0,-0.2,,23.44,1984-11-10,
1984,11,11,0.06,-110.06,-4.8,3.8,,,1984-11-11,
1984,11,14,0.06,-110.06,-5.9,4.5,,,1984-11-14,
1984,11,15,0.06,-110.06,-5.0,3.3,,,1984-11-15,
1984,11,16,-0.01,-124.56,,,,21.97,1984-11-16,
1984,11,17,-0.01,-124.56,,,,21.4,1984-11-17,
1984,11,18,-0.04,-140.1,-7.2,0.1,,23.8,1984-11-18,
1984,11,20,0.06,-110.06,-4.9,1.4,,,1984-11-20,
1984,11,21,0.01,-124.56,,,,21.81,1984-11-21,
1984,11,22,-0.01,-124.56,,,,21.98,1984-11-22,
1984,11,24,0.06,-110.06,-2.2,2.2,,,1984-11-24,
