Unnamed: 0,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date
520,1981,11,30,-0.01,-94.94,0.0,2.7,,20.44,1981-11-30
21747,1981,12,3,-0.01,-94.94,-0.6,3.4,,20.7,1981-12-03
17967,1981,12,6,-0.01,-94.94,-0.8,4.2,,21.14,1981-12-06
9364,1981,12,8,-0.01,-94.94,0.0,3.6,,21.34,1981-12-08
3342,1981,12,12,-0.01,-94.94,-0.5,5.2,,22.25,1981-12-12
25097,1981,12,19,-0.01,-94.94,-1.4,4.2,,22.94,1981-12-19
18017,1981,12,23,-0.01,-94.94,-0.3,4.0,,23.05,1981-12-23
3976,1981,12,24,-0.01,-94.94,0.6,4.9,,23.1,1981-12-24
14588,1981,12,27,-0.01,-94.94,-1.4,4.6,,23.2,1981-12-27
22707,1982,1,3,-0.01,-94.94,0.2,4.9,,23.16,1982-01-03
20852,1982,1,4,-0.01,-94.94,0.5,4.6,,23.23,1982-01-04
23192,1982,1,10,-0.01,-94.94,-1.5,4.3,,23.75,1982-01-10
6885,1982,1,14,-0.01,-94.94,-0.9,6.1,,24.36,1982-01-14
5338,1982,1,21,-0.01,-94.94,-0.1,2.3,,23.62,1982-01-21
2121,1982,1,25,-0.01,-94.94,0.1,2.4,,23.8,1982-01-25
8716,1982,1,26,-0.01,-94.94,-0.4,2.4,,24.02,1982-01-26
2626,1982,1,31,-0.01,-94.94,-1.2,4.3,,24.86,1982-01-31
3778,1982,2,10,-0.01,-94.94,-2.7,4.0,,25.53,1982-02-10
14599,1982,2,12,-0.01,-94.94,0.5,2.7,,25.34,1982-02-12
11179,1982,2,17,-0.01,-94.94,0.5,4.3,,24.84,1982-02-17
7555,1982,2,18,-0.01,-94.94,1.1,2.9,,24.7,1982-02-18
2057,1982,2,19,-0.01,-94.94,1.4,1.1,,25.81,1982-02-19
6427,1982,2,26,-0.01,-94.94,-2.9,4.1,,25.89,1982-02-26
22142,1982,3,1,-0.01,-94.94,-2.5,4.9,,26.39,1982-03-01
17690,1982,3,8,-0.01,-94.94,-1.1,2.7,,25.88,1982-03-08
17215,1982,3,22,-0.01,-94.94,-1.6,2.6,,24.7,1982-03-22
24216,1982,4,3,-0.01,-94.94,-1.6,2.2,,25.81,1982-04-03
2162,1982,4,6,0.02,-94.75,-0.9,0.9,,25.5,1982-04-06
23373,1982,4,8,0.02,-94.75,-0.2,2.2,,25.64,1982-04-08
1123,1982,4,10,0.02,-94.75,-1.6,1.5,,25.8,1982-04-10
16219,1982,4,18,0.02,-94.75,-3.2,2.7,,25.06,1982-04-18
1457,1982,4,19,0.02,-94.75,-3.0,2.7,,24.88,1982-04-19
22870,1982,4,26,0.02,-94.75,-2.8,3.6,,24.73,1982-04-26
6294,1982,5,3,0.02,-94.75,-2.6,4.1,,25.52,1982-05-03
25574,1982,5,13,0.02,-94.75,-1.0,4.5,,25.19,1982-05-13
11857,1982,5,17,0.02,-94.75,-1.2,5.9,,25.53,1982-05-17
19766,1982,5,25,0.02,-94.75,-1.4,4.7,,25.28,1982-05-25
16944,1982,5,28,0.02,-94.75,-2.1,4.2,,24.88,1982-05-28
11597,1982,6,8,0.02,-94.75,-1.3,5.0,,24.53,1982-06-08
23871,1982,6,12,0.02,-94.75,-3.6,5.4,,24.34,1982-06-12
230,1982,6,16,0.02,-94.75,-3.7,5.2,,24.3,1982-06-16
11806,1982,6,26,0.02,-94.75,-2.8,4.3,,23.1,1982-06-26
21380,1982,6,30,0.02,-94.75,-2.4,5.1,,22.97,1982-06-30
19730,1982,7,6,0.02,-94.75,-3.0,3.4,,22.34,1982-07-06
5436,1982,7,8,0.02,-94.75,-0.3,4.9,,22.53,1982-07-08
15768,1982,7,10,0.02,-94.75,-1.1,4.8,,22.5,1982-07-10
21963,1982,7,13,0.02,-94.75,-2.5,5.2,,23.19,1982-07-13
11042,1982,7,19,0.02,-94.75,-1.5,3.8,,22.22,1982-07-19
18446,1982,7,27,0.02,-94.75,-2.3,4.1,,21.88,1982-07-27
12610,1982,7,31,0.02,-94.75,-2.3,3.9,,21.84,1982-07-31
19019,1982,8,1,0.02,-94.75,-2.9,6.7,,22.02,1982-08-01
22038,1982,8,12,0.02,-94.75,-2.8,6.5,,22.98,1982-08-12
5491,1982,8,14,0.02,-94.75,-4.1,6.1,,21.9,1982-08-14
15898,1982,8,18,0.02,-94.75,-0.7,4.4,,21.5,1982-08-18
14183,1982,8,31,0.02,-94.75,-0.7,4.9,,22.27,1982-08-31
9624,1982,9,2,0.02,-94.75,-1.1,4.2,,22.25,1982-09-02
12743,1982,9,3,0.02,-94.75,-1.7,4.5,,22.36,1982-09-03
4496,1982,9,8,0.02,-94.75,1.0,6.0,,23.08,1982-09-08
5127,1982,9,11,0.02,-94.75,-3.4,6.0,,22.97,1982-09-11
11027,1982,10,4,0.02,-94.75,-0.6,5.5,,23.94,1982-10-04
7439,1982,10,13,0.02,-94.75,-2.7,6.2,,24.08,1982-10-13
16246,1982,10,22,0.02,-94.75,-1.5,7.1,,24.52,1982-10-22
8696,1982,10,25,0.02,-94.75,-2.0,6.1,,24.69,1982-10-25
6325,1982,10,30,0.04,-109.25,-4.6,5.7,,25.89,1982-10-30
22579,1982,10,31,0.04,-109.25,-4.2,4.4,,25.9,1982-10-31
2431,1982,11,2,0.02,-94.75,0.4,6.7,,24.53,1982-11-02
8951,1982,11,3,0.02,-94.75,0.2,5.1,,24.64,1982-11-03
1604,1982,11,4,0.04,-109.25,-2.6,4.7,,25.7,1982-11-04
25705,1982,11,8,0.04,-109.25,-3.7,5.5,,25.9,1982-11-08
7362,1982,11,9,0.01,-94.75,-2.6,5.9,,24.95,1982-11-09
1760,1982,11,12,0.04,-109.25,-5.8,5.8,,26.05,1982-11-12
7853,1982,11,12,0.01,-94.75,-3.7,4.9,,24.55,1982-11-12
2950,1982,11,18,0.04,-109.25,-0.9,5.6,,26.06,1982-11-18
657,1982,11,19,0.04,-109.25,-2.8,4.9,,26.16,1982-11-19
459,1982,11,23,0.04,-109.25,-0.5,3.2,,26.38,1982-11-23
15961,1982,11,26,0.01,-94.75,-3.7,5.0,,25.7,1982-11-26
10810,1982,11,28,0.04,-109.25,-4.9,3.4,,26.25,1982-11-28
13314,1982,11,29,0.01,-94.75,-1.9,6.4,,25.38,1982-11-29
16703,1982,12,3,0.01,-94.75,-0.8,6.5,,25.33,1982-12-03
4203,1982,12,4,0.01,-94.75,-1.2,6.9,,25.48,1982-12-04
7840,1982,12,7,0.04,-109.25,0.2,5.1,,26.52,1982-12-07
10841,1982,12,9,0.01,-94.75,-0.7,4.6,,25.55,1982-12-09
7105,1982,12,10,0.01,-94.75,-1.3,3.9,,25.34,1982-12-10
13906,1982,12,11,0.01,-94.75,-1.9,5.6,,25.2,1982-12-11
9870,1982,12,14,0.01,-94.75,-2.4,3.7,,26.12,1982-12-14
19398,1982,12,15,0.01,-94.75,-2.2,3.6,,26.19,1982-12-15
10844,1982,12,16,0.01,-94.75,-1.4,4.3,,26.27,1982-12-16
5765,1982,12,17,0.01,-94.75,-2.1,4.8,,25.55,1982-12-17
23665,1982,12,18,0.04,-109.25,-1.9,3.4,,26.3,1982-12-18
20611,1982,12,20,0.04,-109.25,,,,27.02,1982-12-20
17888,1982,12,23,0.01,-94.75,-2.3,5.8,,26.58,1982-12-23
11373,1982,12,27,0.04,-109.25,,,,27.38,1982-12-27
8665,1982,12,27,0.01,-94.75,-1.2,4.1,,26.55,1982-12-27
22936,1982,12,30,0.04,-109.25,,,,26.33,1982-12-30
4949,1983,1,6,0.01,-94.75,-1.9,0.4,,27.03,1983-01-06
17253,1983,1,11,0.04,-109.25,,,,27.77,1983-01-11
2881,1983,1,12,0.04,-109.25,,,,27.84,1983-01-12
21898,1983,1,13,0.04,-109.25,,,,27.38,1983-01-13
13662,1983,1,16,0.01,-94.75,-3.3,0.8,,28.42,1983-01-16
15165,1983,1,18,0.01,-94.75,-4.2,3.9,,27.84,1983-01-18
16378,1983,1,28,0.04,-109.25,,,,26.36,1983-01-28
203,1983,1,29,0.01,-94.75,-0.3,3.0,,27.94,1983-01-29
10722,1983,1,30,0.04,-109.25,,,,27.56,1983-01-30
6591,1983,2,2,0.01,-94.75,-1.3,-0.9,,28.16,1983-02-02
7720,1983,2,2,0.04,-109.25,,,,25.84,1983-02-02
3529,1983,2,4,0.04,-109.25,,,,27.39,1983-02-04
21477,1983,2,6,0.01,-94.75,2.3,3.7,,27.98,1983-02-06
11540,1983,2,7,0.01,-94.75,-0.1,3.9,,28.05,1983-02-07
23371,1983,2,9,0.04,-109.25,,,,27.61,1983-02-09
16464,1983,2,10,0.01,-94.75,0.2,1.4,,27.17,1983-02-10
24060,1983,2,11,0.01,-94.75,1.6,0.8,,26.1,1983-02-11
10007,1983,2,15,0.01,-94.75,-1.6,2.2,,28.03,1983-02-15
4874,1983,2,16,0.04,-109.25,,,,27.14,1983-02-16
4947,1983,2,16,0.01,-94.75,-3.7,2.4,,28.44,1983-02-16
20514,1983,2,22,0.01,-94.75,3.1,0.8,,28.47,1983-02-22
18458,1983,2,24,0.01,-94.75,-0.8,-0.9,,28.22,1983-02-24
9401,1983,2,26,0.01,-94.75,1.9,1.1,,27.95,1983-02-26
19419,1983,2,26,0.04,-109.25,,,,28.8,1983-02-26
22484,1983,2,27,0.01,-94.75,2.0,-0.7,,28.97,1983-02-27
10206,1983,3,2,0.01,-94.75,-0.2,0.1,,28.38,1983-03-02
13107,1983,3,11,0.04,-109.25,,,,26.69,1983-03-11
13803,1983,3,12,0.04,-109.25,,,,28.08,1983-03-12
13470,1983,3,13,0.04,-109.25,,,,27.22,1983-03-13
23082,1983,3,14,0.04,-109.25,,,,27.9,1983-03-14
17592,1983,3,14,0.01,-94.75,0.4,1.5,,27.39,1983-03-14
3446,1983,3,17,0.01,-94.75,5.7,3.0,,28.9,1983-03-17
4899,1983,3,20,0.01,-94.75,0.8,-3.0,,28.52,1983-03-20
2012,1983,3,22,0.04,-109.25,,,,28.38,1983-03-22
17850,1983,3,24,0.01,-94.75,5.1,1.2,,28.52,1983-03-24
10549,1983,4,1,0.04,-109.25,,,,27.05,1983-04-01
20001,1983,4,2,0.04,-109.25,,,,28.2,1983-04-02
13717,1983,4,4,0.04,-109.25,,,,28.7,1983-04-04
21687,1983,4,6,0.04,-109.25,,,,27.39,1983-04-06
16537,1983,4,10,0.04,-109.25,,,,28.5,1983-04-10
21800,1983,4,12,0.04,-109.25,,,,26.86,1983-04-12
4886,1983,4,14,0.04,-109.25,,,,28.84,1983-04-14
17865,1983,4,17,0.04,-109.25,,,,27.84,1983-04-17
26014,1983,4,18,0.04,-109.25,,,,27.69,1983-04-18
18711,1983,4,20,0.04,-109.25,,,,28.66,1983-04-20
14528,1983,4,22,0.04,-109.25,,,,28.6,1983-04-22
6216,1983,10,23,-0.09,-140.2,-6.4,-0.5,,24.4,1983-10-23
15036,1983,10,29,-0.09,-140.2,-4.6,-0.8,,23.33,1983-10-29
8078,1983,11,1,-0.09,-140.2,-3.3,-0.1,,23.44,1983-11-01
21564,1983,11,5,0.0,-109.2,-5.6,1.8,,21.77,1983-11-05
17010,1983,11,7,-0.09,-140.2,-5.8,2.3,,25.16,1983-11-07
25172,1983,11,11,0.0,-109.2,-3.4,2.3,,21.38,1983-11-11
14450,1983,11,13,-0.09,-140.2,-8.1,-0.8,,23.7,1983-11-13
12572,1983,11,14,-0.09,-140.2,-8.0,-0.6,,23.62,1983-11-14
16272,1983,11,15,0.0,-109.2,-3.5,0.8,,20.83,1983-11-15
18825,1983,11,19,-0.09,-140.2,-4.8,-0.3,,23.0,1983-11-19
6256,1983,11,26,0.0,-109.2,-1.0,2.3,,20.06,1983-11-26
5275,1983,11,29,0.0,-109.2,-1.5,2.4,,19.8,1983-11-29
15208,1983,11,30,-0.09,-140.2,-4.5,0.7,,24.05,1983-11-30
23278,1983,12,4,0.0,-109.2,-1.9,0.1,,20.83,1983-12-04
9864,1983,12,8,0.0,-109.2,-2.8,1.8,,19.98,1983-12-08
25669,1983,12,10,0.0,-109.2,-3.0,0.7,,20.02,1983-12-10
9663,1983,12,13,0.0,-109.2,-2.2,1.9,,19.55,1983-12-13
5260,1984,1,6,0.0,-109.2,-2.3,1.2,,21.23,1984-01-06
13132,1984,1,9,0.0,-109.2,-0.5,2.2,,21.31,1984-01-09
11779,1984,1,12,0.0,-109.2,-2.0,0.4,,21.55,1984-01-12
349,1984,1,13,0.0,-109.2,-2.0,0.8,,21.7,1984-01-13
11793,1984,2,4,0.0,-109.2,-1.7,1.6,,23.02,1984-02-04
15441,1984,2,5,0.0,-109.2,-0.1,1.1,,23.28,1984-02-05
830,1984,2,7,0.0,-109.2,-0.2,2.6,,23.8,1984-02-07
4902,1984,2,9,0.0,-109.2,-0.5,2.4,,24.19,1984-02-09
21629,1984,2,10,0.0,-109.2,-0.3,1.4,,24.75,1984-02-10
17963,1984,2,13,0.0,-109.2,0.7,0.2,,25.36,1984-02-13
12181,1984,2,14,0.0,-109.2,0.5,2.1,,24.7,1984-02-14
7420,1984,2,17,0.0,-109.2,-0.7,0.3,,24.94,1984-02-17
16826,1984,2,24,0.0,-109.2,-0.2,2.5,,26.39,1984-02-24
3448,1984,2,25,0.0,-109.2,-1.4,1.0,,26.55,1984-02-25
23538,1984,3,12,0.0,-109.2,-2.4,1.5,,25.8,1984-03-12
21818,1984,3,15,0.0,-109.2,-1.8,0.1,,25.94,1984-03-15
15763,1984,3,17,0.0,-109.2,-2.4,0.9,,25.7,1984-03-17
8045,1984,3,19,0.0,-109.2,-1.8,1.1,,25.45,1984-03-19
25892,1984,3,21,0.0,-109.2,-2.6,1.3,,25.7,1984-03-21
18480,1984,3,24,0.0,-109.2,-1.6,-2.1,,25.23,1984-03-24
12749,1984,3,28,0.0,-109.2,1.2,-0.6,,26.16,1984-03-28
21259,1984,3,29,0.0,-109.2,0.5,4.1,,26.25,1984-03-29
773,1984,4,4,0.0,-109.2,-0.9,1.0,,27.14,1984-04-04
3939,1984,4,16,0.0,-109.2,-2.2,1.1,,25.52,1984-04-16
3256,1984,4,18,0.0,-109.2,0.1,0.3,,25.44,1984-04-18
8124,1984,4,19,0.04,-109.9,0.1,0.3,,25.95,1984-04-19
144,1984,4,23,0.04,-109.9,-0.9,0.6,,25.39,1984-04-23
6493,1984,4,23,-0.03,-124.56,-2.0,0.4,,25.4,1984-04-23
18909,1984,4,25,0.04,-109.9,-1.1,0.8,,24.97,1984-04-25
23168,1984,4,25,-0.03,-124.56,-1.5,-0.3,,25.83,1984-04-25
10582,1984,4,27,0.04,-109.9,-2.3,1.3,,24.88,1984-04-27
15331,1984,5,1,-0.09,-140.2,-3.0,-1.1,,25.97,1984-05-01
6680,1984,5,1,0.04,-109.9,-1.4,0.2,,24.56,1984-05-01
9323,1984,5,2,-0.09,-140.2,-2.0,1.0,,26.03,1984-05-02
9486,1984,5,4,0.04,-109.9,-1.8,-0.2,,23.9,1984-05-04
12737,1984,5,6,0.04,-109.9,-3.1,0.1,,24.47,1984-05-06
9052,1984,5,7,0.04,-109.9,-4.8,1.5,,23.72,1984-05-07
19562,1984,5,9,-0.03,-124.56,-5.6,-0.3,,25.55,1984-05-09
15188,1984,5,10,-0.09,-140.2,-3.6,-1.2,,26.72,1984-05-10
10484,1984,5,11,0.04,-109.9,-1.5,0.1,,23.72,1984-05-11
18606,1984,5,14,-0.09,-140.2,-5.7,-0.9,,26.3,1984-05-14
20520,1984,5,15,0.04,-109.9,1.0,1.6,,22.94,1984-05-15
2103,1984,5,16,0.04,-109.9,0.7,2.5,,23.39,1984-05-16
25525,1984,5,17,0.04,-109.9,0.3,1.1,,23.6,1984-05-17
22580,1984,5,22,0.04,-109.9,-1.0,2.0,,23.39,1984-05-22
8868,1984,5,23,0.04,-109.9,-1.5,2.2,,23.77,1984-05-23
24087,1984,5,25,-0.03,-124.56,-1.9,0.3,,24.73,1984-05-25
23572,1984,5,28,-0.03,-124.56,-4.9,0.9,,24.02,1984-05-28
19963,1984,5,28,0.04,-109.9,-3.0,0.7,,23.42,1984-05-28
21082,1984,5,30,-0.03,-124.56,-4.0,-1.1,,23.9,1984-05-30
24727,1984,5,31,0.04,-109.9,-5.1,1.2,,24.03,1984-05-31
12763,1984,6,1,0.04,-109.9,-4.9,0.8,,23.55,1984-06-01
21762,1984,6,5,-0.03,-124.56,-3.1,-2.0,,22.5,1984-06-05
24903,1984,6,6,0.04,-109.9,-1.7,0.6,,22.33,1984-06-06
13457,1984,6,8,-0.03,-124.56,-2.6,-1.6,,22.7,1984-06-08
12727,1984,6,9,0.04,-109.9,-1.7,2.9,,22.55,1984-06-09
6315,1984,6,11,0.04,-109.9,-2.2,1.3,,22.28,1984-06-11
25829,1984,6,13,0.04,-109.9,-3.3,2.5,,23.12,1984-06-13
24888,1984,6,17,-0.03,-124.56,-4.6,0.0,,22.7,1984-06-17
3754,1984,6,18,-0.03,-124.56,-3.9,1.4,,22.53,1984-06-18
6277,1984,6,19,0.04,-109.9,-3.2,2.9,,23.14,1984-06-19
8504,1984,6,20,-0.03,-124.56,-1.9,-0.4,,22.92,1984-06-20
14302,1984,6,23,0.04,-109.9,-0.4,0.4,,22.12,1984-06-23
7561,1984,6,24,0.04,-109.9,-1.6,2.3,,22.23,1984-06-24
13376,1984,6,27,0.04,-109.9,-1.5,1.8,,21.73,1984-06-27
10161,1984,6,28,-0.03,-124.56,-4.8,2.6,,23.6,1984-06-28
24540,1984,7,1,-0.03,-124.56,-4.8,-0.2,,23.45,1984-07-01
14078,1984,7,2,-0.03,-124.56,-4.5,0.2,,23.4,1984-07-02
25965,1984,7,11,0.04,-109.9,-4.6,0.9,,22.22,1984-07-11
11257,1984,7,11,-0.03,-124.56,-5.9,2.1,,22.88,1984-07-11
24272,1984,7,15,-0.03,-124.56,-6.0,0.4,,22.72,1984-07-15
11744,1984,7,18,-0.03,-124.56,-4.5,0.5,,23.34,1984-07-18
17321,1984,7,19,-0.03,-124.56,-5.1,1.8,,22.98,1984-07-19
20612,1984,7,22,-0.03,-124.56,-4.9,2.3,,22.73,1984-07-22
15039,1984,7,23,0.04,-109.9,-2.8,4.6,,21.52,1984-07-23
17002,1984,7,25,-0.03,-124.56,-3.7,2.6,,23.05,1984-07-25
11854,1984,7,27,-0.03,-124.56,-3.5,2.2,,23.23,1984-07-27
13147,1984,8,2,0.04,-109.9,-4.1,2.3,,22.81,1984-08-02
16112,1984,8,2,-0.03,-124.56,-6.6,0.8,,23.72,1984-08-02
24740,1984,8,8,0.04,-109.9,-3.0,1.3,,22.2,1984-08-08
1692,1984,8,10,-0.03,-124.56,-6.4,2.3,,22.83,1984-08-10
24361,1984,8,16,-0.03,-124.56,-5.8,1.2,,23.12,1984-08-16
24043,1984,8,18,-0.03,-124.56,-3.3,1.4,,22.33,1984-08-18
20701,1984,8,22,-0.03,-124.56,-5.1,2.9,,23.53,1984-08-22
3670,1984,8,25,0.04,-109.9,-4.7,3.5,,22.28,1984-08-25
14546,1984,8,27,0.04,-109.9,-6.1,2.4,,21.53,1984-08-27
17500,1984,8,31,-0.03,-124.56,-3.7,2.7,,22.55,1984-08-31
10985,1984,9,1,0.04,-109.9,-2.8,0.7,,20.98,1984-09-01
18525,1984,9,1,-0.03,-124.56,-2.9,2.9,,22.52,1984-09-01
22563,1984,9,3,0.04,-109.9,-2.8,1.8,,21.06,1984-09-03
3624,1984,9,4,-0.03,-124.56,-3.8,0.0,,21.58,1984-09-04
2521,1984,9,6,0.04,-109.9,-2.7,1.6,,21.11,1984-09-06
24670,1984,9,7,0.04,-109.9,-4.0,2.1,,21.2,1984-09-07
14311,1984,9,11,-0.03,-124.56,-3.6,2.6,,22.6,1984-09-11
15732,1984,9,12,-0.03,-124.56,-4.1,2.4,,23.67,1984-09-12
8640,1984,9,13,-0.03,-124.56,-5.7,2.6,,23.78,1984-09-13
17351,1984,9,15,-0.03,-124.56,-6.1,2.7,,23.66,1984-09-15
19333,1984,9,21,0.04,-109.9,-3.3,1.6,,20.52,1984-09-21
4178,1984,9,21,-0.03,-124.56,-4.0,1.4,,22.52,1984-09-21
25373,1984,9,22,0.04,-109.9,-4.1,1.5,,20.45,1984-09-22
3031,1984,9,23,0.04,-109.9,-3.2,1.2,,20.31,1984-09-23
24805,1984,9,24,-0.03,-124.56,-4.0,1.7,,22.89,1984-09-24
3648,1984,9,30,0.04,-109.9,-5.7,2.5,,20.81,1984-09-30
12203,1984,10,1,0.04,-109.9,-5.7,2.8,,20.84,1984-10-01
25990,1984,10,6,-0.03,-124.56,-6.0,2.7,,22.81,1984-10-06
17882,1984,10,9,0.04,-109.9,-6.3,3.5,,21.69,1984-10-09
8522,1984,10,10,0.04,-109.9,-6.4,3.8,,21.55,1984-10-10
4975,1984,10,10,-0.03,-124.56,-8.1,2.5,,23.23,1984-10-10
2943,1984,10,12,-0.03,-124.56,-7.2,2.2,,23.55,1984-10-12
6473,1984,10,15,-0.03,-124.56,-4.7,1.3,,21.97,1984-10-15
